SPDP;曲名;難易度;Lv;SCORE;Crank;Crump;Fskill;Frank
SP;ルミナスデイズ;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ルミナスデイズ;basic;Lv;0;NONE;Noplay;0;NONE
SP;ルミナスデイズ;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ルミナスデイズ;expert;Lv;996080;AAA;GFC;816;EX
SP;恋愛観測;beginner;Lv;0;NONE;Noplay;0;NONE
SP;恋愛観測;basic;Lv;0;NONE;Noplay;0;NONE
SP;恋愛観測;difficult;Lv;0;NONE;Noplay;0;NONE
SP;恋愛観測;expert;Lv;992340;AAA;Clear;785;9
SP;恋愛観測 -2021真夏のエンディング ver.-;beginner;Lv;0;NONE;Noplay;0;NONE
SP;恋愛観測 -2021真夏のエンディング ver.-;basic;Lv;0;NONE;Noplay;0;NONE
SP;恋愛観測 -2021真夏のエンディング ver.-;difficult;Lv;0;NONE;Noplay;0;NONE
SP;恋愛観測 -2021真夏のエンディング ver.-;expert;Lv;986530;AA+;Clear;885;9
SP;恋閃繚乱;beginner;Lv;0;NONE;Noplay;0;NONE
SP;恋閃繚乱;basic;Lv;0;NONE;Noplay;0;NONE
SP;恋閃繚乱;difficult;Lv;0;NONE;Noplay;0;NONE
SP;恋閃繚乱;expert;Lv;0;NONE;Noplay;0;NONE
SP;恋閃繚乱;challenge;Lv;917460;AA;Clear;0;NONE
SP;ロールプレイングゲーム;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ロールプレイングゲーム;basic;Lv;0;NONE;Noplay;0;NONE
SP;ロールプレイングゲーム;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ロールプレイングゲーム;expert;Lv;994690;AAA;GFC;920;EX
SP;ロキ(w/緒方恵美);beginner;Lv;999940;AAA;PFC;0;NONE
SP;ロキ(w/緒方恵美);basic;Lv;0;NONE;Noplay;0;NONE
SP;ロキ(w/緒方恵美);difficult;Lv;0;NONE;Noplay;0;NONE
SP;ロキ(w/緒方恵美);expert;Lv;983530;AA+;GFC;0;NONE
SP;炉心融解;beginner;Lv;0;NONE;Noplay;0;NONE
SP;炉心融解;basic;Lv;0;NONE;Noplay;0;NONE
SP;炉心融解;difficult;Lv;983190;AA+;GFC;0;NONE
SP;炉心融解;expert;Lv;984030;AA+;GFC;0;NONE
SP;ロストワンの号哭;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ロストワンの号哭;basic;Lv;0;NONE;Noplay;0;NONE
SP;ロストワンの号哭;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ロストワンの号哭;expert;Lv;0;NONE;Noplay;0;NONE
SP;ロストワンの号哭;challenge;Lv;991550;AAA;GFC;924;9
SP;ロンロンへ　ライライライ！;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ロンロンへ　ライライライ！;basic;Lv;0;NONE;Noplay;0;NONE
SP;ロンロンへ　ライライライ！;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ロンロンへ　ライライライ！;expert;Lv;998540;AAA;GFC;816;EX
SP;惑星☆ロリポップ;beginner;Lv;0;NONE;Noplay;0;NONE
SP;惑星☆ロリポップ;basic;Lv;0;NONE;Noplay;0;NONE
SP;惑星☆ロリポップ;difficult;Lv;0;NONE;Noplay;0;NONE
SP;惑星☆ロリポップ;expert;Lv;995890;AAA;GFC;960;EX
SP;私をディスコに連れてって TOKYO;beginner;Lv;0;NONE;Noplay;0;NONE
SP;私をディスコに連れてって TOKYO;basic;Lv;0;NONE;Noplay;0;NONE
SP;私をディスコに連れてって TOKYO;difficult;Lv;0;NONE;Noplay;0;NONE
SP;私をディスコに連れてって TOKYO;expert;Lv;973780;AA+;Clear;0;NONE
SP;海神;beginner;Lv;0;NONE;Noplay;0;NONE
SP;海神;basic;Lv;0;NONE;Noplay;0;NONE
SP;海神;difficult;Lv;271640;E;Noplay;0;NONE
SP;海神;expert;Lv;979190;AA+;FC;954;9
SP;A;beginner;Lv;0;NONE;Noplay;0;NONE
SP;A;basic;Lv;0;NONE;Noplay;0;NONE
SP;A;difficult;Lv;0;NONE;Noplay;0;NONE
SP;A;expert;Lv;0;NONE;Noplay;0;NONE
SP;A;challenge;Lv;0;NONE;Noplay;0;NONE
SP;AA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AA;basic;Lv;0;NONE;Noplay;0;NONE
SP;AA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;AA;expert;Lv;0;NONE;Noplay;0;NONE
SP;Ability;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Ability;basic;Lv;0;NONE;Noplay;0;NONE
SP;Ability;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Ability;expert;Lv;916840;AA;Clear;0;NONE
SP;A Brighter Day;beginner;Lv;0;NONE;Noplay;0;NONE
SP;A Brighter Day;basic;Lv;0;NONE;Noplay;0;NONE
SP;A Brighter Day;difficult;Lv;0;NONE;Noplay;0;NONE
SP;A Brighter Day;expert;Lv;0;NONE;Noplay;0;NONE
SP;A Brighter Day;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Abrupt Madness;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Abrupt Madness;basic;Lv;0;NONE;Noplay;0;NONE
SP;Abrupt Madness;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Abrupt Madness;expert;Lv;910960;AA;Clear;673;1
SP;ABSOLUTE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ABSOLUTE;basic;Lv;0;NONE;Noplay;0;NONE
SP;ABSOLUTE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ABSOLUTE;expert;Lv;995780;AAA;GFC;744;EX
SP;Abyss;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Abyss;basic;Lv;0;NONE;Noplay;0;NONE
SP;Abyss;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Abyss;expert;Lv;819870;A;Clear;0;NONE
SP;ACE FOR ACES;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ACE FOR ACES;basic;Lv;0;NONE;Noplay;0;NONE
SP;ACE FOR ACES;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ACE FOR ACES;expert;Lv;959740;AA+;Clear;636;1
SP;ACE FOR ACES;challenge;Lv;786300;B+;Clear;650;NONE
SP;Ace out;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Ace out;basic;Lv;0;NONE;Noplay;0;NONE
SP;Ace out;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Ace out;expert;Lv;981200;AA+;GFC;0;NONE
SP;Ace out;challenge;Lv;933240;AA;Clear;0;NONE
SP;Acid,Tribal & Dance (DDR EDITION);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Acid,Tribal & Dance (DDR EDITION);basic;Lv;0;NONE;Noplay;0;NONE
SP;Acid,Tribal & Dance (DDR EDITION);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Acid,Tribal & Dance (DDR EDITION);expert;Lv;890950;AA-;Clear;0;NONE
SP;Acid,Tribal & Dance (DDR EDITION);challenge;Lv;0;NONE;Noplay;0;NONE
SP;Across the nightmare;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Across the nightmare;basic;Lv;0;NONE;Noplay;0;NONE
SP;Across the nightmare;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Across the nightmare;expert;Lv;741240;B;Clear;0;NONE
SP;Across the nightmare;challenge;Lv;952980;AA+;Clear;0;NONE
SP;ACROSS WORLD;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ACROSS WORLD;basic;Lv;0;NONE;Noplay;0;NONE
SP;ACROSS WORLD;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ACROSS WORLD;expert;Lv;0;NONE;Noplay;0;NONE
SP;ACROSS WORLD;challenge;Lv;789920;B+;Clear;0;NONE
SP;actualization of self (weaponized);beginner;Lv;0;NONE;Noplay;0;NONE
SP;actualization of self (weaponized);basic;Lv;0;NONE;Noplay;0;NONE
SP;actualization of self (weaponized);difficult;Lv;0;NONE;Noplay;0;NONE
SP;actualization of self (weaponized);expert;Lv;744940;B;Clear;0;NONE
SP;Adularia;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Adularia;basic;Lv;0;NONE;Noplay;0;NONE
SP;Adularia;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Adularia;expert;Lv;991160;AAA;GFC;920;EX
SP;ÆTHER;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ÆTHER;basic;Lv;0;NONE;Noplay;0;NONE
SP;ÆTHER;difficult;Lv;860100;A+;Clear;0;NONE
SP;ÆTHER;expert;Lv;568940;E;Noplay;0;NONE
SP;AFRONOVA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA;basic;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA;expert;Lv;979330;AA+;GFC;0;NONE
SP;AFRONOVA(X-Special);challenge;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA(FROM NONSTOP MEGAMIX);challenge;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA PRIMEVAL;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA PRIMEVAL;basic;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA PRIMEVAL;difficult;Lv;0;NONE;Noplay;0;NONE
SP;AFRONOVA PRIMEVAL;expert;Lv;987700;AA+;Clear;816;EX
SP;Afterimage d'automne;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Afterimage d'automne;basic;Lv;903110;AA;Clear;0;NONE
SP;Afterimage d'automne;difficult;Lv;955300;AA+;GFC;0;NONE
SP;Afterimage d'automne;expert;Lv;985770;AA+;GFC;609;1
SP;Aftermath;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Aftermath;basic;Lv;0;NONE;Noplay;0;NONE
SP;Aftermath;difficult;Lv;724570;B;Clear;0;NONE
SP;Aftermath;expert;Lv;794980;A-;Clear;0;NONE
SP;aftershock!!;beginner;Lv;0;NONE;Noplay;0;NONE
SP;aftershock!!;basic;Lv;0;NONE;Noplay;0;NONE
SP;aftershock!!;difficult;Lv;0;NONE;Noplay;0;NONE
SP;aftershock!!;expert;Lv;0;NONE;Noplay;0;NONE
SP;AFTER THE GAME OF LOVE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AFTER THE GAME OF LOVE;basic;Lv;0;NONE;Noplay;0;NONE
SP;AFTER THE GAME OF LOVE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;AFTER THE GAME OF LOVE;expert;Lv;0;NONE;Noplay;0;NONE
SP;A Geisha's Dream;beginner;Lv;0;NONE;Noplay;0;NONE
SP;A Geisha's Dream;basic;Lv;0;NONE;Noplay;0;NONE
SP;A Geisha's Dream;difficult;Lv;0;NONE;Noplay;0;NONE
SP;A Geisha's Dream;expert;Lv;0;NONE;Noplay;0;NONE
SP;Ah La La La;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Ah La La La;basic;Lv;0;NONE;Noplay;0;NONE
SP;Ah La La La;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Ah La La La;expert;Lv;0;NONE;Noplay;0;NONE
SP;AI;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AI;basic;Lv;0;NONE;Noplay;0;NONE
SP;AI;difficult;Lv;990980;AAA;GFC;0;NONE
SP;AI;expert;Lv;995580;AAA;GFC;992;EX
SP;air;beginner;Lv;0;NONE;Noplay;0;NONE
SP;air;basic;Lv;0;NONE;Noplay;0;NONE
SP;air;difficult;Lv;0;NONE;Noplay;0;NONE
SP;air;expert;Lv;0;NONE;Noplay;0;NONE
SP;Air Heroes;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Air Heroes;basic;Lv;0;NONE;Noplay;0;NONE
SP;Air Heroes;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Air Heroes;expert;Lv;993040;AAA;GFC;960;EX
SP;Air Heroes;challenge;Lv;642300;E;Noplay;0;NONE
SP;Akatsuki;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Akatsuki;basic;Lv;0;NONE;Noplay;0;NONE
SP;Akatsuki;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Akatsuki;expert;Lv;0;NONE;Noplay;0;NONE
SP;Akatsuki;challenge;Lv;958470;E;Noplay;0;NONE
SP;ALBIDA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ALBIDA;basic;Lv;0;NONE;Noplay;0;NONE
SP;ALBIDA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ALBIDA;expert;Lv;904740;AA;Clear;0;NONE
SP;ALGORITHM;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ALGORITHM;basic;Lv;0;NONE;Noplay;0;NONE
SP;ALGORITHM;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ALGORITHM;expert;Lv;941700;AA;GFC;0;NONE
SP;ALGORITHM;challenge;Lv;994480;AAA;GFC;960;EX
SP;ALL MY HEART -この恋に、わたしの全てを賭ける-;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ALL MY HEART -この恋に、わたしの全てを賭ける-;basic;Lv;0;NONE;Noplay;0;NONE
SP;ALL MY HEART -この恋に、わたしの全てを賭ける-;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ALL MY HEART -この恋に、わたしの全てを賭ける-;expert;Lv;0;NONE;Noplay;0;NONE
SP;All My Love;beginner;Lv;0;NONE;Noplay;0;NONE
SP;All My Love;basic;Lv;0;NONE;Noplay;0;NONE
SP;All My Love;difficult;Lv;0;NONE;Noplay;0;NONE
SP;All My Love;expert;Lv;0;NONE;Noplay;0;NONE
SP;Alone;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Alone;basic;Lv;0;NONE;Noplay;0;NONE
SP;Alone;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Alone;expert;Lv;996060;AAA;GFC;510;NONE
SP;ALPACORE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ALPACORE;basic;Lv;0;NONE;Noplay;0;NONE
SP;ALPACORE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ALPACORE;expert;Lv;0;NONE;Noplay;0;NONE
SP;ALPACORE;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Amalgamation;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Amalgamation;basic;Lv;0;NONE;Noplay;0;NONE
SP;Amalgamation;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Amalgamation;expert;Lv;991070;AAA;GFC;872;EX
SP;Amalgamation;challenge;Lv;994380;AAA;GFC;960;EX
SP;Ambivalent Vermilia;difficult;Lv;986850;AA+;FC;708;3
SP;Ambivalent Vermilia;expert;Lv;789710;B+;Clear;650;NONE
SP;AM-3P;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AM-3P;basic;Lv;0;NONE;Noplay;0;NONE
SP;AM-3P;difficult;Lv;287790;E;Noplay;0;NONE
SP;AM-3P;expert;Lv;994430;AAA;GFC;0;NONE
SP;AM-3P ("CHAOS" Special);challenge;Lv;786020;B+;Clear;0;NONE
SP;AM-3P(AM EAST mix);challenge;Lv;0;NONE;Noplay;0;NONE
SP;AM-3P -303 BASS MIX-;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AM-3P -303 BASS MIX-;basic;Lv;0;NONE;Noplay;0;NONE
SP;AM-3P -303 BASS MIX-;difficult;Lv;0;NONE;Noplay;0;NONE
SP;AM-3P -303 BASS MIX-;expert;Lv;0;NONE;Noplay;0;NONE
SP;Angelic Jelly;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Angelic Jelly;basic;Lv;0;NONE;Noplay;0;NONE
SP;Angelic Jelly;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Angelic Jelly;expert;Lv;986130;AA+;GFC;0;NONE
SP;ANNIVERSARY ∴∵∴ ←↓↑→;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ANNIVERSARY ∴∵∴ ←↓↑→;basic;Lv;0;NONE;Noplay;0;NONE
SP;ANNIVERSARY ∴∵∴ ←↓↑→;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ANNIVERSARY ∴∵∴ ←↓↑→;expert;Lv;994330;AAA;GFC;992;EX
SP;Another Phase;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Another Phase;basic;Lv;0;NONE;Noplay;0;NONE
SP;Another Phase;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Another Phase;expert;Lv;950230;AA+;Life4;0;NONE
SP;Another Phase;challenge;Lv;119970;E;Noplay;0;NONE
SP;Anthurium;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Anthurium;basic;Lv;0;NONE;Noplay;0;NONE
SP;Anthurium;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Anthurium;expert;Lv;990300;AAA;GFC;0;NONE
SP;ANTI ANTHEM;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ANTI ANTHEM;basic;Lv;283130;E;Noplay;0;NONE
SP;ANTI ANTHEM;difficult;Lv;374610;E;Noplay;0;NONE
SP;ANTI ANTHEM;expert;Lv;869640;A+;Clear;0;NONE
SP;Anti-Matter;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Anti-Matter;basic;Lv;0;NONE;Noplay;0;NONE
SP;Anti-Matter;difficult;Lv;788380;B+;Clear;0;NONE
SP;Anti-Matter;expert;Lv;0;NONE;Noplay;0;NONE
SP;Anti-Matter;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Arcadia;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Arcadia;basic;Lv;0;NONE;Noplay;0;NONE
SP;Arcadia;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Arcadia;expert;Lv;995210;AAA;FC;872;EX
SP;Are U Ready;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Are U Ready;basic;Lv;0;NONE;Noplay;0;NONE
SP;Are U Ready;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Are U Ready;expert;Lv;0;NONE;Noplay;0;NONE
SP;Aria;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Aria;basic;Lv;0;NONE;Noplay;0;NONE
SP;Aria;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Aria;expert;Lv;851690;A+;Clear;673;1
SP;Arrabbiata;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Arrabbiata;basic;Lv;0;NONE;Noplay;0;NONE
SP;Arrabbiata;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Arrabbiata;expert;Lv;671340;C+;Clear;0;NONE
SP;Astrogazer;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Astrogazer;basic;Lv;0;NONE;Noplay;0;NONE
SP;Astrogazer;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Astrogazer;expert;Lv;943870;AA;Clear;0;NONE
SP;Astrogazer;challenge;Lv;0;NONE;Noplay;0;NONE
SP;A Stupid Barber;beginner;Lv;0;NONE;Noplay;0;NONE
SP;A Stupid Barber;basic;Lv;0;NONE;Noplay;0;NONE
SP;A Stupid Barber;difficult;Lv;0;NONE;Noplay;0;NONE
SP;A Stupid Barber;expert;Lv;0;NONE;Noplay;0;NONE
SP;A thing called LOVE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;A thing called LOVE;basic;Lv;0;NONE;Noplay;0;NONE
SP;A thing called LOVE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;A thing called LOVE;expert;Lv;0;NONE;Noplay;0;NONE
SP;Avenger;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Avenger;basic;Lv;0;NONE;Noplay;0;NONE
SP;Avenger;difficult;Lv;839170;A;Clear;0;NONE
SP;Avenger;expert;Lv;901220;AA;Clear;673;1
SP;Avenger;challenge;Lv;0;NONE;Noplay;0;NONE
SP;AWAKE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;AWAKE;basic;Lv;0;NONE;Noplay;0;NONE
SP;AWAKE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;AWAKE;expert;Lv;0;NONE;Noplay;0;NONE
SP;AWAKE;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Awakening Wings;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Awakening Wings;basic;Lv;0;NONE;Noplay;0;NONE
SP;Awakening Wings;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Awakening Wings;expert;Lv;0;NONE;Noplay;0;NONE
SP;BABY BABY GIMME YOUR LOVE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BABY BABY GIMME YOUR LOVE;basic;Lv;0;NONE;Noplay;0;NONE
SP;BABY BABY GIMME YOUR LOVE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BABY BABY GIMME YOUR LOVE;expert;Lv;0;NONE;Noplay;0;NONE
SP;Back In Your Arms;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Back In Your Arms;basic;Lv;0;NONE;Noplay;0;NONE
SP;Back In Your Arms;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Back In Your Arms;expert;Lv;0;NONE;Noplay;0;NONE
SP;Bad Apple!! feat. nomico;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Bad Apple!! feat. nomico;basic;Lv;0;NONE;Noplay;0;NONE
SP;Bad Apple!! feat. nomico;difficult;Lv;981450;AA+;GFC;0;NONE
SP;Bad Apple!! feat. nomico;expert;Lv;997410;AAA;GFC;0;NONE
SP;Bad Routine;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Bad Routine;basic;Lv;0;NONE;Noplay;0;NONE
SP;Bad Routine;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Bad Routine;expert;Lv;0;NONE;Noplay;0;NONE
SP;bag;beginner;Lv;0;NONE;Noplay;0;NONE
SP;bag;basic;Lv;0;NONE;Noplay;0;NONE
SP;bag;difficult;Lv;0;NONE;Noplay;0;NONE
SP;bag;expert;Lv;952010;AA+;Clear;577;1
SP;bag;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Baile Le Samba;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Baile Le Samba;basic;Lv;0;NONE;Noplay;0;NONE
SP;Baile Le Samba;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Baile Le Samba;expert;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD FOR YOU～想いの雨～;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD FOR YOU～想いの雨～;basic;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD FOR YOU～想いの雨～;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD FOR YOU～想いの雨～;expert;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD THE FEATHERS;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD THE FEATHERS;basic;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD THE FEATHERS;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD THE FEATHERS;expert;Lv;0;NONE;Noplay;0;NONE
SP;BALLAD THE FEATHERS;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Bang Pad(Werk Mix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Bang Pad(Werk Mix);basic;Lv;0;NONE;Noplay;0;NONE
SP;Bang Pad(Werk Mix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Bang Pad(Werk Mix);expert;Lv;971970;AA+;Clear;0;NONE
SP;bass 2 bass;beginner;Lv;0;NONE;Noplay;0;NONE
SP;bass 2 bass;basic;Lv;0;NONE;Noplay;0;NONE
SP;bass 2 bass;difficult;Lv;0;NONE;Noplay;0;NONE
SP;bass 2 bass;expert;Lv;989740;AA+;GFC;0;NONE
SP;Battle Against a True Hero;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Battle Against a True Hero;basic;Lv;0;NONE;Noplay;0;NONE
SP;Battle Against a True Hero;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Battle Against a True Hero;expert;Lv;893400;AA-;Clear;636;1
SP;Battle Against a True Hero;challenge;Lv;426180;E;Noplay;0;NONE
SP;Be a Hero!;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Be a Hero!;basic;Lv;0;NONE;Noplay;0;NONE
SP;Be a Hero!;difficult;Lv;996150;AAA;GFC;0;NONE
SP;Be a Hero!;expert;Lv;971250;AA+;Clear;673;1
SP;Beautiful Dream;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Dream;basic;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Dream;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Dream;expert;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Dream;challenge;Lv;950420;AA+;Clear;0;NONE
SP;Beautiful Inside (Cube::Hard Mix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Inside (Cube::Hard Mix);basic;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Inside (Cube::Hard Mix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Beautiful Inside (Cube::Hard Mix);expert;Lv;0;NONE;Noplay;0;NONE
SP;BE LOVIN;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BE LOVIN;basic;Lv;0;NONE;Noplay;0;NONE
SP;BE LOVIN;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BE LOVIN;expert;Lv;0;NONE;Noplay;0;NONE
SP;Beluga;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Beluga;basic;Lv;0;NONE;Noplay;0;NONE
SP;Beluga;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Beluga;expert;Lv;0;NONE;Noplay;0;NONE
SP;Better Than Me;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Better Than Me;basic;Lv;0;NONE;Noplay;0;NONE
SP;Better Than Me;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Better Than Me;expert;Lv;915170;AA;Clear;0;NONE
SP;Be With You (Still Miss you);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Be With You (Still Miss you);basic;Lv;0;NONE;Noplay;0;NONE
SP;Be With You (Still Miss you);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Be With You (Still Miss you);expert;Lv;0;NONE;Noplay;0;NONE
SP;Beyond The Earth;expert;Lv;993480;AAA;GFC;872;EX
SP;BITTER CHOCOLATE STRIKER;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BITTER CHOCOLATE STRIKER;basic;Lv;0;NONE;Noplay;0;NONE
SP;BITTER CHOCOLATE STRIKER;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BITTER CHOCOLATE STRIKER;expert;Lv;789690;B+;Clear;0;NONE
SP;BITTER CHOCOLATE STRIKER;challenge;Lv;794360;A-;Clear;0;NONE
SP;Black Emperor;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Black Emperor;basic;Lv;0;NONE;Noplay;0;NONE
SP;Black Emperor;difficult;Lv;933050;AA;Clear;0;NONE
SP;Black Emperor;expert;Lv;950900;AA+;Clear;673;1
SP;Black Emperor;challenge;Lv;753730;B+;Clear;0;NONE
SP;BLACK JACKAL;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BLACK JACKAL;basic;Lv;0;NONE;Noplay;0;NONE
SP;BLACK JACKAL;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BLACK JACKAL;expert;Lv;997190;AAA;GFC;960;EX
SP;BLAKE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;BLAKE;basic;Lv;0;NONE;Noplay;0;NONE
SP;BLAKE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;BLAKE;expert;Lv;963340;AA+;Clear;0;NONE
SP;Blew My Mind;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Blew My Mind;basic;Lv;0;NONE;Noplay;0;NONE
SP;Blew My Mind;difficult;Lv;141330;E;Noplay;0;NONE
