SPDP;Version;曲名;難易度;Lv;SCORE;Crank;Crump;Fskill;Frank;Notes
SP;9;Unreal;difficult;12;0;NONE;Noplay;0;NONE;307/0
SP;9;Unreal;expert;15;949900;AA;Clear;636;1;398/0
SP;9;Uranus;beginner;3;0;NONE;Noplay;0;NONE;125/0
SP;9;Uranus;basic;6;0;NONE;Noplay;0;NONE;204/0
SP;9;Uranus;difficult;9;0;NONE;Noplay;0;NONE;282/6
SP;9;Uranus;expert;11;0;NONE;Noplay;0;NONE;344/7
SP;9;Uranus;challenge;13;0;NONE;Noplay;0;NONE;402/0
SP;9;Vem brincar;beginner;2;0;NONE;Noplay;0;NONE;84/3
SP;9;Vem brincar;basic;5;0;NONE;Noplay;0;NONE;153/31
SP;9;Vem brincar;difficult;7;0;NONE;Noplay;0;NONE;219/19
SP;9;Vem brincar;expert;11;0;NONE;Noplay;0;NONE;261/31
SP;9;Venus;beginner;3;0;NONE;Noplay;0;NONE;64/0
SP;9;Venus;basic;4;0;NONE;Noplay;0;NONE;127/14
SP;9;Venus;difficult;7;0;NONE;Noplay;0;NONE;259/10
SP;9;Venus;expert;11;0;NONE;Noplay;0;NONE;355/22
SP;9;Venus;challenge;13;0;NONE;Noplay;0;NONE;436/20
SP;9;volcano;beginner;4;0;NONE;Noplay;0;NONE;82/3
SP;9;volcano;basic;5;0;NONE;Noplay;0;NONE;153/11
SP;9;volcano;difficult;8;0;NONE;Noplay;0;NONE;249/15
SP;9;volcano;expert;13;0;NONE;Noplay;0;NONE;436/18
SP;9;Votum stellarum -forest #25 DDR RMX-;beginner;2;0;NONE;Noplay;0;NONE;52/0
SP;9;Votum stellarum -forest #25 DDR RMX-;basic;5;0;NONE;Noplay;0;NONE;128/9
SP;9;Votum stellarum -forest #25 DDR RMX-;difficult;9;0;NONE;Noplay;0;NONE;269/0
SP;9;Votum stellarum -forest #25 DDR RMX-;expert;12;0;NONE;Noplay;0;NONE;357/0
SP;9;Why not;beginner;4;0;NONE;Noplay;0;NONE;138/0
SP;9;Why not;basic;6;0;NONE;Noplay;0;NONE;239/8
SP;9;Why not;difficult;9;0;NONE;Noplay;0;NONE;269/8
SP;9;Why not;expert;11;0;NONE;Noplay;0;NONE;330/8
SP;10;革命(X-Special);challenge;14;973860;AA+;GFC;885;9;378/21
SP;10;零 - ZERO -;beginner;3;0;NONE;Noplay;0;NONE;91/0
SP;10;零 - ZERO -;basic;5;0;NONE;Noplay;0;NONE;188/8
SP;10;零 - ZERO -;difficult;8;0;NONE;Noplay;0;NONE;280/27
SP;10;零 - ZERO -;expert;11;795150;A-;Clear;0;NONE;384/29
SP;10;凛として咲く花の如く;beginner;3;0;NONE;Noplay;0;NONE;128/0
SP;10;凛として咲く花の如く;basic;6;0;NONE;Noplay;0;NONE;189/16
SP;10;凛として咲く花の如く;difficult;8;908460;AA;FC;0;NONE;242/24
SP;10;凛として咲く花の如く;expert;10;991210;AAA;GFC;0;NONE;337/21
SP;10;AFRONOVA(X-Special);challenge;13;0;NONE;Noplay;0;NONE;394/30
SP;10;A Geisha's Dream;beginner;2;0;NONE;Noplay;0;NONE;90/0
SP;10;A Geisha's Dream;basic;6;0;NONE;Noplay;0;NONE;192/10
SP;10;A Geisha's Dream;difficult;9;0;NONE;Noplay;0;NONE;254/30
SP;10;A Geisha's Dream;expert;11;0;NONE;Noplay;0;NONE;340/30
SP;10;Beautiful Inside (Cube::Hard Mix);beginner;3;0;NONE;Noplay;0;NONE;68/0
SP;10;Beautiful Inside (Cube::Hard Mix);basic;5;0;NONE;Noplay;0;NONE;101/10
SP;10;Beautiful Inside (Cube::Hard Mix);difficult;7;0;NONE;Noplay;0;NONE;188/19
SP;10;Beautiful Inside (Cube::Hard Mix);expert;10;0;NONE;Noplay;0;NONE;244/26
SP;10;Blue Rain;beginner;2;0;NONE;Noplay;0;NONE;81/0
SP;10;Blue Rain;basic;5;0;NONE;Noplay;0;NONE;155/11
SP;10;Blue Rain;difficult;6;0;NONE;Noplay;0;NONE;193/17
SP;10;Blue Rain;expert;11;0;NONE;Noplay;0;NONE;298/16
SP;10;Blue Rain;challenge;14;972710;AA+;Life4;0;NONE;482/5
SP;10;CANDY☆(X-Special);challenge;12;879980;E;Noplay;0;NONE;337/43
SP;10;Chance and Dice;beginner;3;0;NONE;Noplay;0;NONE;99/0
SP;10;Chance and Dice;basic;5;0;NONE;Noplay;0;NONE;164/8
SP;10;Chance and Dice;difficult;7;0;NONE;Noplay;0;NONE;203/28
SP;10;Chance and Dice;expert;9;0;NONE;Noplay;0;NONE;280/20
SP;10;Dance Celebration;beginner;2;0;NONE;Noplay;0;NONE;72/0
SP;10;Dance Celebration;basic;5;0;NONE;Noplay;0;NONE;141/8
SP;10;Dance Celebration;difficult;8;0;NONE;Noplay;0;NONE;218/20
SP;10;Dance Celebration;expert;11;0;NONE;Noplay;0;NONE;330/10
SP;10;Dance Celebration;challenge;12;0;NONE;Noplay;0;NONE;308/10(26)
SP;10;Dance Celebration (System 7 Remix);beginner;3;0;NONE;Noplay;0;NONE;86/3
SP;10;Dance Celebration (System 7 Remix);basic;6;0;NONE;Noplay;0;NONE;145/15
SP;10;Dance Celebration (System 7 Remix);difficult;9;0;NONE;Noplay;0;NONE;223/32
SP;10;Dance Celebration (System 7 Remix);expert;13;0;NONE;Noplay;0;NONE;314/31
SP;10;Dance Dance Revolution(X-Special);challenge;13;0;NONE;Noplay;0;NONE;353/36
SP;10;Dance Floor;beginner;2;0;NONE;Noplay;0;NONE;66/0
SP;10;Dance Floor;basic;5;0;NONE;Noplay;0;NONE;125/2
SP;10;Dance Floor;difficult;6;0;NONE;Noplay;0;NONE;184/17
SP;10;Dance Floor;expert;9;0;NONE;Noplay;0;NONE;226/28
SP;10;dazzle;beginner;2;0;NONE;Noplay;0;NONE;60/0
SP;10;dazzle;basic;4;0;NONE;Noplay;0;NONE;111/21
SP;10;dazzle;difficult;8;0;NONE;Noplay;0;NONE;184/12
SP;10;dazzle;expert;10;0;NONE;Noplay;0;NONE;250/17
SP;10;Dream Machine;beginner;3;0;NONE;Noplay;0;NONE;86/0
SP;10;Dream Machine;basic;6;0;NONE;Noplay;0;NONE;182/12
SP;10;Dream Machine;difficult;8;0;NONE;Noplay;0;NONE;240/12
SP;10;Dream Machine;expert;11;0;NONE;Noplay;0;NONE;305/10
SP;10;Flight of the Phoenix;beginner;2;0;NONE;Noplay;0;NONE;71/0
SP;10;Flight of the Phoenix;basic;5;0;NONE;Noplay;0;NONE;131/1
SP;10;Flight of the Phoenix;difficult;7;0;NONE;Noplay;0;NONE;177/19
SP;10;Flight of the Phoenix;expert;9;0;NONE;Noplay;0;NONE;212/29
SP;10;Flight of the Phoenix;challenge;7;0;NONE;Noplay;0;NONE;169/13(29)
SP;10;Flourish;beginner;3;0;NONE;Noplay;0;NONE;95/0
SP;10;Flourish;basic;5;0;NONE;Noplay;0;NONE;175/1
SP;10;Flourish;difficult;8;0;NONE;Noplay;0;NONE;254/12
SP;10;Flourish;expert;10;0;NONE;Noplay;0;NONE;313/17
SP;10;Healing Vision(X-Special);challenge;14;915060;AA;Clear;0;NONE;462/40
SP;10;Horatio;beginner;3;0;NONE;Noplay;0;NONE;75/1
SP;10;Horatio;basic;4;0;NONE;Noplay;0;NONE;128/4
SP;10;Horatio;difficult;9;0;NONE;Noplay;0;NONE;244/14
SP;10;Horatio;expert;15;971320;AA+;GFC;924;9;503/12
SP;10;Horatio;challenge;15;92630;E;Noplay;0;NONE;436/12(37)
SP;10;Inspiration;beginner;3;0;NONE;Noplay;0;NONE;82/0
SP;10;Inspiration;basic;5;0;NONE;Noplay;0;NONE;139/4
SP;10;Inspiration;difficult;7;0;NONE;Noplay;0;NONE;188/10
SP;10;Inspiration;expert;8;0;NONE;Noplay;0;NONE;255/14
SP;10;INTO YOUR HEART (Ruffage remix);beginner;3;0;NONE;Noplay;0;NONE;69/0
SP;10;INTO YOUR HEART (Ruffage remix);basic;4;0;NONE;Noplay;0;NONE;97/1
SP;10;INTO YOUR HEART (Ruffage remix);difficult;8;0;NONE;Noplay;0;NONE;217/8
SP;10;INTO YOUR HEART (Ruffage remix);expert;11;0;NONE;Noplay;0;NONE;301/10
SP;10;Lift You Up;beginner;3;0;NONE;Noplay;0;NONE;73/0
SP;10;Lift You Up;basic;4;0;NONE;Noplay;0;NONE;121/2
SP;10;Lift You Up;difficult;6;0;NONE;Noplay;0;NONE;169/4
SP;10;Lift You Up;expert;10;0;NONE;Noplay;0;NONE;229/2
SP;10;LOVING YOU (Epidemik remix);beginner;3;0;NONE;Noplay;0;NONE;78/0
SP;10;LOVING YOU (Epidemik remix);basic;6;0;NONE;Noplay;0;NONE;124/4
SP;10;LOVING YOU (Epidemik remix);difficult;8;0;NONE;Noplay;0;NONE;235/4
SP;10;LOVING YOU (Epidemik remix);expert;11;0;NONE;Noplay;0;NONE;306/26
SP;10;Malacca;beginner;3;0;NONE;Noplay;0;NONE;85/0
SP;10;Malacca;basic;4;0;NONE;Noplay;0;NONE;139/2
SP;10;Malacca;difficult;7;0;NONE;Noplay;0;NONE;183/2
SP;10;Malacca;expert;10;0;NONE;Noplay;0;NONE;229/3
SP;10;Malacca;challenge;13;989250;AA+;GFC;872;EX;385/18
SP;10;MAXX UNLIMITED(X-Special);challenge;18;0;NONE;Noplay;0;NONE;640/104
SP;10;MAX 300(X-Special);challenge;17;856680;A+;Clear;0;NONE;523/30
SP;10;on the bounce;beginner;3;0;NONE;Noplay;0;NONE;97/0
SP;10;on the bounce;basic;7;0;NONE;Noplay;0;NONE;197/12
SP;10;on the bounce;difficult;11;0;NONE;Noplay;0;NONE;310/16
SP;10;on the bounce;expert;14;996410;AAA;GFC;920;EX;423/13
SP;10;on the bounce;challenge;16;971870;AA+;Clear;954;9;482/20
SP;10;On The Break;beginner;3;0;NONE;Noplay;0;NONE;88/0
SP;10;On The Break;basic;8;0;NONE;Noplay;0;NONE;213/32
SP;10;On The Break;difficult;10;0;NONE;Noplay;0;NONE;294/29
SP;10;On The Break;expert;13;0;NONE;Noplay;0;NONE;370/18
SP;10;PARANOiA(X-Special);challenge;13;0;NONE;Noplay;0;NONE;371/12
SP;10;PARANOiA ETERNAL(X-Special);challenge;13;0;NONE;Noplay;0;NONE;452/30
SP;10;PARANOIA EVOLUTION(X-Special);challenge;14;959980;AA+;Clear;609;1;382/1
SP;10;PARANOiA MAX～DIRTY MIX～(X-Special);challenge;13;0;NONE;Noplay;0;NONE;
SP;10;PARANOiA Rebirth(X-Special);challenge;14;990190;AAA;FC;920;EX;463/22
SP;10;Party Lights;beginner;2;0;NONE;Noplay;0;NONE;77/0
SP;10;Party Lights;basic;4;0;NONE;Noplay;0;NONE;117/36
SP;10;Party Lights;difficult;6;0;NONE;Noplay;0;NONE;173/32
SP;10;Party Lights;expert;11;0;NONE;Noplay;0;NONE;250/52
SP;10;Playa (Original Mix);beginner;3;0;NONE;Noplay;0;NONE;86/0
SP;10;Playa (Original Mix);basic;4;0;NONE;Noplay;0;NONE;141/8
SP;10;Playa (Original Mix);difficult;7;0;NONE;Noplay;0;NONE;224/8
SP;10;Playa (Original Mix);expert;11;0;NONE;Noplay;0;NONE;331/7
SP;10;puzzle;beginner;3;0;NONE;Noplay;0;NONE;77/0
SP;10;puzzle;basic;4;0;NONE;Noplay;0;NONE;120/9
SP;10;puzzle;difficult;6;0;NONE;Noplay;0;NONE;167/10
SP;10;puzzle;expert;8;0;NONE;Noplay;0;NONE;205/8
SP;10;SABER WING;beginner;5;0;NONE;Noplay;0;NONE;162/0
SP;10;SABER WING;basic;8;0;NONE;Noplay;0;NONE;258/24
SP;10;SABER WING;difficult;10;0;NONE;Noplay;0;NONE;346/33
SP;10;SABER WING;expert;13;768340;B+;Clear;0;NONE;442/24
SP;10;SABER WING;challenge;13;0;NONE;Noplay;0;NONE;389/18(59)
SP;10;SABER WING (Akira Ishihara Headshot mix);beginner;6;0;NONE;Noplay;0;NONE;175/12
SP;10;SABER WING (Akira Ishihara Headshot mix);basic;10;0;NONE;Noplay;0;NONE;297/17
SP;10;SABER WING (Akira Ishihara Headshot mix);difficult;12;0;NONE;Noplay;0;NONE;357/10
SP;10;SABER WING (Akira Ishihara Headshot mix);expert;15;925210;AA;Clear;636;1;439/29
SP;10;SABER WING (Akira Ishihara Headshot mix);challenge;17;0;NONE;Noplay;0;NONE;492/31
SP;10;S・A・G・A;beginner;4;0;NONE;Noplay;0;NONE;137/0
SP;10;S・A・G・A;basic;7;0;NONE;Noplay;0;NONE;208/12
SP;10;S・A・G・A;difficult;10;0;NONE;Noplay;0;NONE;281/12
SP;10;S・A・G・A;expert;13;948280;AA;FC;839;9;317/17
SP;10;Slip Out;beginner;2;0;NONE;Noplay;0;NONE;57/0
SP;10;Slip Out;basic;3;0;NONE;Noplay;0;NONE;78/6
SP;10;Slip Out;difficult;7;0;NONE;Noplay;0;NONE;147/15
SP;10;Slip Out;expert;9;0;NONE;Noplay;0;NONE;193/13
SP;10;Slip Out (bounce in beat mix);beginner;2;0;NONE;Noplay;0;NONE;59/0
SP;10;Slip Out (bounce in beat mix);basic;4;0;NONE;Noplay;0;NONE;115/1
SP;10;Slip Out (bounce in beat mix);difficult;6;0;NONE;Noplay;0;NONE;145/43
SP;10;Slip Out (bounce in beat mix);expert;10;0;NONE;Noplay;0;NONE;228/53
SP;10;SP-TRIP MACHINE～JUNGLE MIX～(X-Special);challenge;11;0;NONE;Noplay;0;NONE;
SP;10;SUPER SAMURAI;beginner;4;0;NONE;Noplay;0;NONE;117/0
SP;10;SUPER SAMURAI;basic;8;0;NONE;Noplay;0;NONE;251/13
SP;10;SUPER SAMURAI;difficult;12;0;NONE;Noplay;0;NONE;400/2
SP;10;SUPER SAMURAI;expert;15;0;NONE;Noplay;0;NONE;501/27
SP;10;Taj He Spitz;beginner;2;0;NONE;Noplay;0;NONE;77/0
SP;10;Taj He Spitz;basic;4;0;NONE;Noplay;0;NONE;131/14
SP;10;Taj He Spitz;difficult;7;0;NONE;Noplay;0;NONE;202/0
SP;10;Taj He Spitz;expert;10;0;NONE;Noplay;0;NONE;281/2
SP;10;Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch);beginner;3;0;NONE;Noplay;0;NONE;88/0
SP;10;Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch);basic;5;0;NONE;Noplay;0;NONE;159/16
SP;10;Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch);difficult;8;0;NONE;Noplay;0;NONE;223/10
SP;10;Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch);expert;12;0;NONE;Noplay;0;NONE;335/5
SP;10;Take A Chance;beginner;2;0;NONE;Noplay;0;NONE;68/1
SP;10;Take A Chance;basic;3;0;NONE;Noplay;0;NONE;97/7
SP;10;Take A Chance;difficult;6;0;NONE;Noplay;0;NONE;156/3
SP;10;Take A Chance;expert;9;0;NONE;Noplay;0;NONE;196/6
SP;10;The flower in your smile;beginner;3;0;NONE;Noplay;0;NONE;75/0
SP;10;The flower in your smile;basic;6;0;NONE;Noplay;0;NONE;196/4
SP;10;The flower in your smile;difficult;7;0;NONE;Noplay;0;NONE;239/8
SP;10;The flower in your smile;expert;10;0;NONE;Noplay;0;NONE;293/8
SP;10;The legend of MAX(X-Special);challenge;17;0;NONE;Noplay;0;NONE;527/17
SP;10;Ticket to Bombay;beginner;3;0;NONE;Noplay;0;NONE;
SP;10;Ticket to Bombay;basic;5;0;NONE;Noplay;0;NONE;
SP;10;Ticket to Bombay;difficult;7;0;NONE;Noplay;0;NONE;
SP;10;Ticket to Bombay;expert;10;0;NONE;Noplay;0;NONE;
SP;10;Till the lonely's gone;beginner;3;0;NONE;Noplay;0;NONE;93/0
SP;10;Till the lonely's gone;basic;4;0;NONE;Noplay;0;NONE;116/8
SP;10;Till the lonely's gone;difficult;8;0;NONE;Noplay;0;NONE;221/18
SP;10;Till the lonely's gone;expert;9;0;NONE;Noplay;0;NONE;254/12
SP;10;TimeHollow;beginner;2;0;NONE;Noplay;0;NONE;57/0
SP;10;TimeHollow;basic;4;0;NONE;Noplay;0;NONE;98/10
SP;10;TimeHollow;difficult;7;0;NONE;Noplay;0;NONE;135/10
SP;10;TimeHollow;expert;9;0;NONE;Noplay;0;NONE;185/14
SP;10;Tracers (4Beat Remix);beginner;3;0;NONE;Noplay;0;NONE;91/0
SP;10;Tracers (4Beat Remix);basic;5;0;NONE;Noplay;0;NONE;179/8
SP;10;Tracers (4Beat Remix);difficult;7;0;NONE;Noplay;0;NONE;231/8
SP;10;Tracers (4Beat Remix);expert;10;0;NONE;Noplay;0;NONE;300/7
SP;10;Trigger;beginner;5;0;NONE;Noplay;0;NONE;105/0
SP;10;Trigger;basic;9;0;NONE;Noplay;0;NONE;256/6
SP;10;Trigger;difficult;12;0;NONE;Noplay;0;NONE;377/11
SP;10;Trigger;expert;16;0;NONE;Noplay;0;NONE;490/28
SP;10;Trigger;challenge;18;0;NONE;Noplay;0;NONE;579/46
SP;10;TRIP MACHINE(X-Special);challenge;11;0;NONE;Noplay;0;NONE;258/22
SP;10;TRIP MACHINE CLIMAX(X-Special);challenge;14;994070;AAA;GFC;920;EX;361/17
SP;10;Übertreffen;beginner;3;0;NONE;Noplay;0;NONE;116/0
SP;10;Übertreffen;basic;6;0;NONE;Noplay;0;NONE;196/14
SP;10;Übertreffen;difficult;8;0;NONE;Noplay;0;NONE;286/7
SP;10;Übertreffen;expert;13;0;NONE;Noplay;0;NONE;405/9
SP;10;Waiting 4 u;beginner;4;0;NONE;Noplay;0;NONE;113/0
SP;10;Waiting 4 u;basic;6;0;NONE;Noplay;0;NONE;196/5
SP;10;Waiting 4 u;difficult;8;0;NONE;Noplay;0;NONE;272/11
SP;10;Waiting 4 u;expert;11;0;NONE;Noplay;0;NONE;329/15
SP;10;Waiting 4 u;challenge;11;0;NONE;Noplay;0;NONE;300/14(32)
SP;10;will;beginner;2;0;NONE;Noplay;0;NONE;56/0
SP;10;will;basic;4;0;NONE;Noplay;0;NONE;86/10
SP;10;will;difficult;7;0;NONE;Noplay;0;NONE;158/30
SP;10;will;expert;11;0;NONE;Noplay;0;NONE;283/15
SP;10;30 Lives (Up-Up-Down-Dance Mix);beginner;2;0;NONE;Noplay;0;NONE;68/0
SP;10;30 Lives (Up-Up-Down-Dance Mix);basic;4;0;NONE;Noplay;0;NONE;108/8
SP;10;30 Lives (Up-Up-Down-Dance Mix);difficult;7;0;NONE;Noplay;0;NONE;208/19
SP;10;30 Lives (Up-Up-Down-Dance Mix);expert;8;0;NONE;Noplay;0;NONE;243/1
SP;11;不沈艦CANDY;beginner;2;0;NONE;Noplay;0;NONE;110/0
SP;11;不沈艦CANDY;basic;6;0;NONE;Noplay;0;NONE;228/15
SP;11;不沈艦CANDY;difficult;9;0;NONE;Noplay;0;NONE;329/31
SP;11;不沈艦CANDY;expert;14;806330;A;Clear;0;NONE;570/14
SP;11;冥;beginner;3;0;NONE;Noplay;0;NONE;137/1
SP;11;冥;basic;7;0;NONE;Noplay;0;NONE;255/7
SP;11;冥;difficult;11;0;NONE;Noplay;0;NONE;443/8
SP;11;冥;expert;16;734220;B;Clear;0;NONE;616/12
SP;11;冥;challenge;18;0;NONE;Noplay;0;NONE;730/10
SP;11;A Brighter Day;beginner;2;0;NONE;Noplay;0;NONE;77/0
SP;11;A Brighter Day;basic;5;0;NONE;Noplay;0;NONE;152/18
SP;11;A Brighter Day;difficult;7;0;NONE;Noplay;0;NONE;221/31
SP;11;A Brighter Day;expert;9;0;NONE;Noplay;0;NONE;262/50
SP;11;A Brighter Day;challenge;12;0;NONE;Noplay;0;NONE;364/19
SP;11;aftershock!!;beginner;3;0;NONE;Noplay;0;NONE;125/1
SP;11;aftershock!!;basic;5;0;NONE;Noplay;0;NONE;141/42
SP;11;aftershock!!;difficult;9;0;NONE;Noplay;0;NONE;304/43
SP;11;aftershock!!;expert;13;0;NONE;Noplay;0;NONE;447/14
SP;11;All My Love;beginner;2;0;NONE;Noplay;0;NONE;74/0
SP;11;All My Love;basic;5;0;NONE;Noplay;0;NONE;155/13
SP;11;All My Love;difficult;8;0;NONE;Noplay;0;NONE;207/21
SP;11;All My Love;expert;10;0;NONE;Noplay;0;NONE;284/23
SP;11;Anti-Matter;beginner;6;0;NONE;Noplay;0;NONE;190/0
SP;11;Anti-Matter;basic;11;0;NONE;Noplay;0;NONE;333/21
SP;11;Anti-Matter;difficult;14;788380;B+;Clear;0;NONE;444/41
SP;11;Anti-Matter;expert;17;0;NONE;Noplay;0;NONE;600/36
SP;11;Anti-Matter;challenge;18;0;NONE;Noplay;0;NONE;700/30
SP;11;BALLAD THE FEATHERS;beginner;2;0;NONE;Noplay;0;NONE;71/0
SP;11;BALLAD THE FEATHERS;basic;4;0;NONE;Noplay;0;NONE;130/0
SP;11;BALLAD THE FEATHERS;difficult;7;0;NONE;Noplay;0;NONE;200/0
SP;11;BALLAD THE FEATHERS;expert;10;0;NONE;Noplay;0;NONE;279/0
SP;11;BALLAD THE FEATHERS;challenge;8;0;NONE;Noplay;0;NONE;180/0(22)
SP;11;CG Project;beginner;3;0;NONE;Noplay;0;NONE;98/0
SP;11;CG Project;basic;5;0;NONE;Noplay;0;NONE;175/8
SP;11;CG Project;difficult;9;0;NONE;Noplay;0;NONE;246/22
SP;11;CG Project;expert;12;0;NONE;Noplay;0;NONE;359/17
SP;11;Crazy Control;beginner;2;0;NONE;Noplay;0;NONE;53/0
SP;11;Crazy Control;basic;4;0;NONE;Noplay;0;NONE;91/0
SP;11;Crazy Control;difficult;6;0;NONE;Noplay;0;NONE;151/0
SP;11;Crazy Control;expert;9;0;NONE;Noplay;0;NONE;243/0
SP;11;Crazy Control;challenge;12;0;NONE;Noplay;0;NONE;274/0
SP;11;Dazzlin' Darlin;beginner;2;0;NONE;Noplay;0;NONE;70/0
SP;11;Dazzlin' Darlin;basic;6;0;NONE;Noplay;0;NONE;184/8
SP;11;Dazzlin' Darlin;difficult;9;0;NONE;Noplay;0;NONE;270/5
SP;11;Dazzlin' Darlin;expert;11;0;NONE;Noplay;0;NONE;342/7
SP;11;Dazzlin' Darlin-秋葉工房mix-;beginner;3;0;NONE;Noplay;0;NONE;109/0
SP;11;Dazzlin' Darlin-秋葉工房mix-;basic;5;0;NONE;Noplay;0;NONE;179/9
SP;11;Dazzlin' Darlin-秋葉工房mix-;difficult;8;0;NONE;Noplay;0;NONE;239/15
SP;11;Dazzlin' Darlin-秋葉工房mix-;expert;11;0;NONE;Noplay;0;NONE;389/1
SP;11;Decade;beginner;2;0;NONE;Noplay;0;NONE;84/0
SP;11;Decade;basic;5;0;NONE;Noplay;0;NONE;164/11
SP;11;Decade;difficult;8;0;NONE;Noplay;0;NONE;228/24
SP;11;Decade;expert;11;0;NONE;Noplay;0;NONE;282/23
SP;11;ΔMAX;beginner;3;0;NONE;Noplay;0;NONE;130/0
SP;11;ΔMAX;basic;5;0;NONE;Noplay;0;NONE;163/0
SP;11;ΔMAX;difficult;13;0;NONE;Noplay;0;NONE;464/16
SP;11;ΔMAX;expert;17;904260;AA;Clear;673;1;573/110
SP;11;ΔMAX;challenge;17;0;NONE;Noplay;0;NONE;595/60
SP;11;dirty digital;beginner;2;0;NONE;Noplay;0;NONE;57/4
SP;11;dirty digital;basic;5;0;NONE;Noplay;0;NONE;116/4
SP;11;dirty digital;difficult;8;0;NONE;Noplay;0;NONE;192/5
SP;11;dirty digital;expert;11;0;NONE;Noplay;0;NONE;252/5
SP;11;dirty digital;challenge;13;970420;AA+;FC;0;NONE;306/2
SP;11;DROP;beginner;2;0;NONE;Noplay;0;NONE;73/0
SP;11;DROP;basic;5;0;NONE;Noplay;0;NONE;145/18
SP;11;DROP;difficult;8;0;NONE;Noplay;0;NONE;223/18
SP;11;DROP;expert;11;0;NONE;Noplay;0;NONE;348/31
SP;11;Dummy;beginner;2;0;NONE;Noplay;0;NONE;74/5
SP;11;Dummy;basic;4;0;NONE;Noplay;0;NONE;133/4
SP;11;Dummy;difficult;7;0;NONE;Noplay;0;NONE;222/1
SP;11;Dummy;expert;10;0;NONE;Noplay;0;NONE;299/3
SP;11;FIRE FIRE;beginner;3;0;NONE;Noplay;0;NONE;140/0
SP;11;FIRE FIRE;basic;5;0;NONE;Noplay;0;NONE;205/3
SP;11;FIRE FIRE;difficult;8;0;NONE;Noplay;0;NONE;308/11
SP;11;FIRE FIRE;expert;14;957240;AA+;Clear;0;NONE;571/5
SP;11;Freeze;beginner;2;0;NONE;Noplay;0;NONE;62/20
SP;11;Freeze;basic;5;0;NONE;Noplay;0;NONE;121/54
SP;11;Freeze;difficult;8;0;NONE;Noplay;0;NONE;194/42
SP;11;Freeze;expert;12;0;NONE;Noplay;0;NONE;290/54
SP;11;Freeze;challenge;13;991290;AAA;GFC;872;EX;268/54(23)
SP;11;going up;beginner;3;0;NONE;Noplay;0;NONE;117/4
SP;11;going up;basic;7;0;NONE;Noplay;0;NONE;296/0
SP;11;going up;difficult;10;0;NONE;Noplay;0;NONE;398/0
SP;11;going up;expert;12;0;NONE;Noplay;0;NONE;491/0
SP;11;going up;challenge;11;0;NONE;Noplay;0;NONE;352/0(46)
SP;11;GOLD RUSH;beginner;2;0;NONE;Noplay;0;NONE;78/0
SP;11;GOLD RUSH;basic;5;0;NONE;Noplay;0;NONE;137/17
SP;11;GOLD RUSH;difficult;8;0;NONE;Noplay;0;NONE;225/29
SP;11;GOLD RUSH;expert;12;0;NONE;Noplay;0;NONE;352/17
SP;11;Gotta Dance;beginner;2;0;NONE;Noplay;0;NONE;66/0
SP;11;Gotta Dance;basic;3;0;NONE;Noplay;0;NONE;80/11
SP;11;Gotta Dance;difficult;6;0;NONE;Noplay;0;NONE;185/18
SP;11;Gotta Dance;expert;10;0;NONE;Noplay;0;NONE;307/18
SP;11;Heatstroke;beginner;2;0;NONE;Noplay;0;NONE;84/0
SP;11;Heatstroke;basic;6;0;NONE;Noplay;0;NONE;174/36
SP;11;Heatstroke;difficult;8;0;NONE;Noplay;0;NONE;219/39
SP;11;Heatstroke;expert;10;0;NONE;Noplay;0;NONE;305/4
SP;11;Heatstroke;challenge;8;0;NONE;Noplay;0;NONE;201/37(20)
SP;11;I'm so Happy;beginner;4;0;NONE;Noplay;0;NONE;100/2
SP;11;I'm so Happy;basic;6;0;NONE;Noplay;0;NONE;184/15
SP;11;I'm so Happy;difficult;9;925560;AA;Clear;0;NONE;271/11
SP;11;I'm so Happy;expert;12;941550;AA;GFC;0;NONE;383/17
SP;11;I'm so Happy;challenge;16;990340;AAA;GFC;954;9;535/16
SP;11;in love wit you;beginner;2;0;NONE;Noplay;0;NONE;69/0
SP;11;in love wit you;basic;4;0;NONE;Noplay;0;NONE;78/31
SP;11;in love wit you;difficult;7;0;NONE;Noplay;0;NONE;135/47
SP;11;in love wit you;expert;9;0;NONE;Noplay;0;NONE;182/82
SP;11;KIMONO♥PRINCESS;beginner;5;0;NONE;Noplay;0;NONE;
SP;11;KIMONO♥PRINCESS;basic;8;0;NONE;Noplay;0;NONE;
SP;11;KIMONO♥PRINCESS;difficult;12;0;NONE;Noplay;0;NONE;
SP;11;KIMONO♥PRINCESS;expert;15;0;NONE;Noplay;0;NONE;
SP;11;KISS KISS KISS 秋葉工房 MIX;beginner;2;0;NONE;Noplay;0;NONE;96/0
SP;11;KISS KISS KISS 秋葉工房 MIX;basic;5;0;NONE;Noplay;0;NONE;177/5
SP;11;KISS KISS KISS 秋葉工房 MIX;difficult;8;0;NONE;Noplay;0;NONE;245/27
SP;11;KISS KISS KISS 秋葉工房 MIX;expert;12;0;NONE;Noplay;0;NONE;357/17
SP;11;La libertad;beginner;3;0;NONE;Noplay;0;NONE;83/0
